"Region Name","Region Type","Data Type",Apr 2006,May 2006,Jun 2006,Jul 2006,Aug 2006,Sep 2006,Oct 2006,Nov 2006,Dec 2006,Jan 2007,Feb 2007,Mar 2007,Apr 2007,May 2007,Jun 2007,Jul 2007,Aug 2007,Sep 2007,Oct 2007,Nov 2007,Dec 2007,Jan 2008,Feb 2008,Mar 2008,Apr 2008,May 2008,Jun 2008,Jul 2008,Aug 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,May 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016
"Russell","neighborhood","All Homes","$233,600","$236,400","$238,800","$241,000","$242,500","$243,600","$245,100","$246,800","$247,400","$247,500","$247,900","$247,700","$246,900","$246,500","$246,300","$245,900","$245,700","$245,900","$245,800","$245,400","$245,300","$245,200","$244,400","$244,200","$243,700","$241,800","$239,000","$236,600","$234,600","$232,700","$230,400","$227,900","$225,700","$224,300","$223,100","$221,100","$219,700","$219,900","$220,200","$219,200","$218,200","$218,200","$218,200","$218,100","$218,100","$217,000","$215,100","$213,500","$212,000","$209,600","$207,100","$205,000","$201,800","$198,200","$195,200","$192,300","$189,100","$185,800","$183,000","$181,100","$179,600","$178,100","$177,100","$176,800","$176,900","$176,900","$176,500","$176,400","$177,000","$177,900","$177,900","$177,700","$178,400","$179,400","$180,400","$181,100","$181,900","$183,000","$184,300","$185,700","$187,800","$189,500","$191,500","$194,200","$197,400","$200,400","$202,900","$205,000","$207,000","$208,600","$209,400","$209,700","$210,000","$211,800","$214,900","$217,700","$218,400","$218,200","$218,600","$220,000","$222,000","$223,900","$225,600","$226,500","$226,400","$226,100","$226,900","$228,100","$229,600","$231,700","$233,800","$235,600","$237,500","$239,500","$242,400","$246,600","$251,200","$254,600","$257,000","$258,900"
"Sabin","neighborhood","All Homes","$340,500","$347,900","$355,700","$362,300","$366,500","$369,700","$372,400","$375,000","$377,900","$380,300","$381,500","$382,400","$383,200","$383,500","$382,900","$381,700","$381,000","$381,000","$381,000","$379,900","$378,700","$379,400","$380,800","$379,800","$376,400","$372,600","$369,700","$367,700","$366,500","$365,200","$362,800","$358,700","$354,900","$353,600","$354,600","$355,100","$354,700","$353,300","$351,300","$349,300","$348,100","$347,400","$347,400","$348,400","$349,800","$349,400","$347,700","$346,200","$345,400","$343,900","$341,800","$340,500","$339,800","$337,900","$335,800","$335,700","$335,600","$334,200","$332,100","$329,400","$325,800","$323,100","$322,700","$323,800","$324,800","$326,300","$328,100","$330,600","$333,800","$336,000","$337,500","$340,300","$344,400","$348,400","$353,800","$358,500","$361,000","$362,500","$364,900","$367,300","$369,100","$371,200","$374,700","$380,500","$388,100","$395,800","$401,600","$405,500","$408,600","$411,200","$412,000","$412,800","$414,800","$418,100","$421,000","$423,300","$425,000","$426,400","$426,900","$427,800","$430,200","$432,700","$434,800","$437,100","$438,300","$438,900","$440,900","$444,800","$450,500","$457,400","$463,300","$468,600","$475,500","$484,300","$493,100","$501,800","$511,000","$520,300","$527,600","$532,700"
"Sellwood-Moreland","neighborhood","All Homes","$332,100","$336,500","$339,900","$342,600","$345,200","$347,800","$349,700","$350,900","$352,000","$353,900","$355,700","$356,700","$357,000","$357,100","$357,200","$356,700","$355,400","$354,300","$353,400","$352,600","$352,800","$353,800","$354,600","$354,300","$352,200","$350,100","$348,600","$346,700","$344,400","$342,100","$340,000","$337,000","$334,300","$333,900","$334,800","$334,600","$333,800","$333,100","$331,800","$331,100","$330,100","$328,500","$327,000","$326,600","$325,800","$323,700","$320,100","$317,100","$316,600","$316,500","$316,000","$315,500","$314,700","$312,200","$310,200","$309,800","$309,700","$308,000","$306,600","$306,300","$305,200","$302,800","$301,200","$301,000","$302,100","$304,300","$306,000","$307,500","$309,400","$311,300","$312,400","$312,800","$312,500","$313,100","$315,200","$318,000","$321,100","$324,500","$327,000","$327,600","$328,500","$331,400","$336,700","$344,000","$351,400","$357,700","$362,400","$364,500","$365,600","$367,200","$369,200","$372,000","$375,100","$377,900","$381,000","$382,600","$383,100","$384,200","$386,600","$388,700","$390,700","$392,300","$395,500","$398,300","$398,100","$396,300","$395,100","$396,000","$401,000","$409,500","$416,200","$421,000","$426,300","$433,500","$439,600","$445,900","$452,800","$460,400","$467,500","$473,300"
"South Burlingame","neighborhood","All Homes","$349,900","$352,000","$354,900","$358,800","$362,100","$364,300","$366,500","$369,000","$371,200","$372,100","$372,100","$372,300","$373,100","$374,100","$373,800","$373,500","$373,300","$372,900","$371,200","$368,400","$366,700","$367,600","$368,400","$368,900","$369,100","$368,100","$366,100","$363,400","$359,700","$355,700","$351,200","$345,300","$341,100","$341,300","$343,800","$344,900","$343,800","$341,700","$339,800","$338,600","$337,800","$338,800","$340,400","$342,100","$342,600","$341,800","$339,800","$337,800","$334,900","$332,300","$330,300","$327,000","$322,800","$318,100","$315,200","$314,100","$313,900","$311,800","$309,000","$306,300","$303,700","$301,100","$299,600","$299,700","$300,100","$299,700","$299,500","$300,500","$301,500","$301,700","$302,100","$304,000","$307,400","$310,100","$311,700","$313,900","$316,900","$320,100","$322,100","$322,200","$321,800","$322,700","$326,300","$332,000","$337,200","$342,200","$346,800","$350,400","$353,900","$356,700","$359,200","$362,500","$366,000","$369,600","$373,500","$375,500","$376,300","$378,600","$382,200","$384,800","$386,800","$389,100","$391,000","$391,300","$391,100","$390,400","$388,500","$386,100","$386,900","$390,200","$393,900","$399,100","$405,700","$411,300","$416,300","$423,700","$431,700","$437,300","$440,500","$442,800"
"South Tabor","neighborhood","All Homes","$240,600","$241,300","$242,300","$244,400","$247,400","$250,000","$252,400","$254,700","$255,900","$257,100","$259,200","$262,200","$265,100","$267,300","$269,000","$270,300","$271,200","$271,600","$271,400","$271,500","$272,000","$272,100","$271,800","$271,500","$270,800","$268,900","$266,200","$263,800","$261,400","$258,700","$255,900","$253,200","$251,700","$251,700","$251,400","$250,000","$248,800","$247,700","$246,400","$245,600","$246,300","$247,200","$247,300","$247,100","$246,700","$246,000","$245,300","$245,100","$245,100","$245,500","$245,700","$244,800","$242,200","$239,500","$237,400","$236,200","$235,800","$234,600","$232,300","$230,000","$227,900","$226,200","$225,600","$225,800","$227,200","$229,000","$230,300","$230,800","$231,000","$230,800","$230,800","$231,800","$233,600","$235,700","$238,200","$239,800","$240,500","$241,600","$243,800","$246,000","$248,400","$250,800","$253,900","$257,500","$261,700","$266,300","$269,800","$271,800","$273,400","$275,600","$277,000","$278,000","$279,000","$281,400","$284,500","$287,600","$288,600","$287,600","$287,600","$289,300","$291,000","$292,200","$294,900","$297,700","$299,000","$299,200","$300,400","$302,600","$307,300","$313,700","$319,500","$326,300","$334,200","$340,300","$344,700","$350,400","$357,100","$364,100","$370,100","$374,800"
"Southwest Hills","neighborhood","All Homes","$667,200","$676,500","$685,500","$691,900","$697,700","$703,700","$708,600","$712,600","$715,400","$717,000","$716,700","$714,500","$713,200","$713,500","$713,200","$714,900","$719,600","$724,600","$727,400","$728,300","$727,800","$726,400","$725,700","$725,600","$724,500","$722,000","$720,300","$716,800","$709,600","$701,500","$692,800","$682,200","$675,400","$676,300","$678,600","$677,400","$674,500","$670,500","$664,800","$659,000","$655,300","$652,200","$649,100","$646,800","$645,600","$642,600","$638,300","$636,200","$635,400","$631,200","$625,400","$620,800","$615,300","$607,800","$602,200","$600,300","$599,100","$594,700","$589,800","$585,200","$580,400","$575,600","$572,000","$570,500","$572,000","$574,300","$575,400","$577,000","$579,900","$583,100","$585,900","$589,600","$594,500","$601,300","$607,600","$612,400","$615,400","$617,600","$619,300","$621,500","$623,100","$624,800","$628,800","$634,700","$640,500","$647,300","$655,000","$661,000","$666,600","$672,300","$677,700","$681,600","$683,000","$684,100","$686,900","$691,100","$696,600","$702,100","$706,300","$708,200","$710,600","$715,900","$722,200","$725,800","$729,200","$733,000","$736,500","$741,100","$746,500","$752,500","$760,200","$769,800","$777,100","$783,500","$792,600","$804,300","$816,300","$828,100","$837,300","$843,000"
"St.Johns","neighborhood","All Homes","$198,700","$201,200","$203,700","$206,200","$208,900","$211,100","$213,100","$214,800","$215,600","$216,300","$217,400","$218,700","$219,700","$220,200","$220,400","$220,200","$219,100","$217,800","$217,300","$217,500","$218,200","$219,000","$219,000","$218,800","$218,400","$217,300","$215,800","$214,100","$212,600","$211,700","$210,100","$207,200","$205,000","$203,600","$201,800","$198,900","$196,700","$195,800","$195,200","$194,400","$193,500","$192,200","$191,500","$191,900","$191,600","$190,900","$190,400","$190,200","$189,500","$188,400","$187,000","$186,000","$184,400","$182,300","$180,000","$178,200","$176,700","$175,000","$173,600","$173,400","$172,900","$171,300","$169,600","$168,600","$168,500","$168,700","$168,300","$167,600","$167,000","$166,400","$165,900","$166,600","$168,200","$169,900","$171,200","$172,500","$173,900","$175,700","$177,700","$179,400","$181,100","$182,700","$184,500","$185,800","$187,600","$190,900","$194,100","$196,100","$197,500","$199,200","$201,000","$203,100","$205,300","$208,200","$211,400","$214,200","$215,900","$217,200","$218,600","$220,300","$222,300","$223,700","$225,200","$226,900","$228,200","$229,000","$230,100","$231,600","$234,000","$237,500","$242,200","$247,600","$252,800","$257,200","$261,800","$266,900","$272,600","$278,300","$283,400","$287,000"
"Sullivan's Gulch","neighborhood","All Homes","$321,600","$325,700","$331,600","$337,800","$342,200","$345,500","$348,800","$350,700","$350,200","$349,000","$350,300","$353,500","$356,500","$358,900","$359,400","$357,900","$357,200","$356,600","$354,800","$352,800","$352,800","$355,100","$357,000","$355,100","$350,800","$348,800","$348,200","$346,800","$344,600","$342,100","$338,700","$334,300","$328,700","$323,400","$319,200","$317,200","$316,400","$315,200","$312,500","$311,000","$309,900","$309,200","$308,500","$308,600","$308,900","$308,800","$306,700","$305,900","$306,300","$304,600","$301,800","$301,500","$301,200","$298,600","$295,400","$292,500","$290,300","$287,400","$283,500","$280,400","$280,700","$278,200","$271,700","$265,500","$262,300","$257,800","$253,500","$251,100","$251,900","$254,500","$256,700","$257,900","$259,400","$262,000","$266,900","$270,700","$272,100","$272,500","$273,900","$277,300","$281,300","$283,300","$285,700","$290,300","$293,600","$297,100","$296,200","$293,100","$293,700","$299,200","$304,200","$305,600","$303,900","$303,300","$307,900","$301,600","$282,800","$264,100","$255,100","$250,500","$248,200","$247,100","$247,900","$248,200","$246,900","$245,200","$243,300","$242,500","$243,000","$247,900","$256,900","$262,700","$262,300","$262,400","$263,400","$264,000","$264,800","$265,200","$264,700","$264,600"
"Sumner","neighborhood","All Homes","$181,600","$182,500","$183,500","$185,600","$188,200","$190,100","$190,900","$191,500","$192,100","$193,000","$194,400","$195,800","$197,100","$198,500","$199,400","$199,800","$199,900","$198,900","$198,000","$198,400","$199,200","$199,100","$198,100","$196,900","$195,200","$193,100","$190,900","$188,900","$187,400","$186,500","$185,500","$184,100","$183,100","$182,700","$183,100","$183,800","$184,000","$183,400","$182,800","$181,800","$180,600","$179,300","$178,000","$176,900","$175,700","$174,100","$171,200","$168,000","$166,200","$165,300","$163,200","$161,000","$158,600","$156,300","$154,400","$153,300","$152,900","$152,900","$152,700","$151,800","$150,100","$147,600","$145,600","$144,400","$144,100","$144,200","$144,200","$143,600","$142,400","$141,100","$140,600","$140,800","$141,200","$141,400","$142,100","$142,600","$142,900","$142,900","$143,300","$144,000","$145,000","$145,400","$146,000","$147,000","$149,900","$154,800","$160,200","$163,700","$166,500","$170,100","$173,200","$174,500","$176,200","$179,600","$183,500","$186,800","$188,700","$189,300","$188,600","$187,400","$186,600","$186,400","$187,300","$189,200","$189,900","$189,700","$190,400","$191,400","$193,200","$197,200","$203,400","$209,600","$214,700","$218,900","$222,800","$227,200","$232,200","$236,900","$240,700","$243,600"
"Sunnyside","neighborhood","All Homes","$333,300","$336,800","$340,800","$344,500","$347,500","$349,800","$350,900","$351,400","$352,000","$353,200","$354,700","$355,600","$356,600","$358,100","$359,400","$359,000","$357,700","$356,700","$355,100","$352,600","$351,300","$352,200","$353,300","$353,700","$354,000","$353,500","$351,100","$348,400","$346,000","$343,900","$341,700","$338,600","$335,600","$334,700","$334,600","$333,000","$329,600","$325,600","$322,400","$320,500","$320,400","$320,400","$320,000","$320,300","$320,900","$320,500","$320,200","$320,900","$322,800","$324,400","$324,600","$323,100","$319,800","$315,400","$313,000","$313,100","$313,500","$311,300","$308,600","$306,900","$304,700","$301,400","$299,400","$299,400","$301,200","$303,400","$305,200","$305,800","$306,800","$308,300","$309,800","$312,300","$316,000","$320,300","$324,900","$329,800","$334,500","$339,900","$345,000","$348,800","$352,100","$356,400","$360,800","$364,100","$367,800","$373,100","$378,600","$382,900","$385,500","$388,400","$390,800","$392,600","$393,800","$396,000","$398,300","$400,800","$401,500","$401,300","$402,500","$406,100","$409,400","$410,200","$411,000","$413,400","$415,500","$415,700","$416,800","$418,800","$422,100","$429,100","$436,600","$442,300","$448,500","$456,700","$465,200","$474,000","$482,400","$489,600","$494,300","$497,100"
"Sylvan Highlands","neighborhood","All Homes","$518,000","$518,300","$516,300","$517,100","$521,300","$524,400","$528,000","$529,000","$528,900","$530,400","$534,700","$540,600","$548,600","$555,900","$561,300","$561,200","$558,600","$559,700","$561,500","$560,700","$561,000","$561,200","$558,300","$553,400","$550,400","$548,500","$545,700","$541,000","$535,300","$527,200","$518,400","$509,500","$502,200","$498,100","$496,900","$494,700","$489,700","$485,100","$481,700","$478,900","$476,500","$474,600","$473,200","$473,500","$473,700","$474,400","$473,600","$472,200","$469,100","$465,000","$459,600","$454,300","$447,900","$442,400","$439,700","$440,900","$442,100","$440,000","$436,800","$434,400","$432,200","$428,700","$426,200","$426,800","$428,700","$428,800","$428,400","$429,400","$432,400","$436,400","$440,200","$442,000","$441,200","$441,400","$447,400","$456,000","$461,500","$464,800","$466,900","$466,700","$466,400","$469,100","$472,400","$473,200","$477,200","$487,000","$496,800","$507,000","$521,000","$531,100","$536,100","$540,000","$542,800","$544,300","$547,000","$550,100","$551,300","$551,300","$549,200","$545,200","$540,900","$539,500","$538,900","$539,000","$539,700","$540,200","$542,400","$548,300","$557,400","$568,100","$578,300","$584,700","$592,000","$603,500","$615,600","$625,400","$633,900","$639,600","$642,300","$643,900"
"University Park","neighborhood","All Homes","$261,100","$263,800","$266,000","$268,200","$269,400","$270,700","$272,100","$272,000","$270,800","$270,700","$271,500","$272,200","$273,100","$274,800","$277,400","$279,800","$281,200","$282,200","$282,600","$282,600","$282,600","$282,900","$283,300","$283,800","$284,300","$284,300","$284,100","$284,100","$283,800","$282,800","$280,700","$277,600","$275,000","$273,900","$273,600","$272,900","$271,100","$269,000","$266,900","$264,600","$262,700","$261,300","$260,500","$260,400","$261,100","$260,800","$259,500","$258,200","$257,700","$256,900","$255,800","$254,300","$252,000","$248,900","$246,600","$245,900","$245,100","$244,000","$243,300","$242,600","$240,700","$237,700","$234,700","$232,900","$232,900","$233,900","$235,100","$235,700","$236,300","$237,100","$238,400","$239,900","$243,100","$248,000","$252,700","$255,500","$257,300","$258,600","$259,300","$260,300","$261,900","$263,300","$264,700","$267,300","$270,900","$274,900","$278,600","$281,700","$284,700","$288,300","$292,000","$295,100","$297,800","$300,500","$303,300","$304,500","$303,400","$302,800","$304,700","$308,500","$313,000","$316,600","$319,500","$322,700","$325,000","$326,900","$329,600","$333,100","$337,200","$341,400","$344,900","$348,500","$352,100","$355,000","$359,000","$364,200","$370,000","$374,900","$378,600","$381,000"
"Vernon","neighborhood","All Homes","$251,200","$255,000","$258,200","$260,900","$263,400","$265,800","$268,300","$270,300","$272,300","$274,400","$276,400","$278,300","$280,500","$281,900","$283,100","$284,100","$284,200","$283,100","$281,900","$280,700","$279,700","$280,600","$282,600","$283,300","$282,200","$280,200","$278,300","$277,300","$277,100","$277,100","$276,000","$274,000","$272,500","$271,600","$270,800","$269,800","$268,500","$267,100","$265,700","$264,800","$264,400","$264,500","$265,200","$266,100","$265,700","$264,400","$264,000","$264,500","$265,500","$266,200","$266,100","$265,200","$263,600","$261,700","$260,100","$259,000","$257,700","$255,700","$253,200","$251,100","$248,900","$246,300","$244,000","$242,800","$242,900","$243,800","$243,800","$243,900","$245,400","$246,900","$247,800","$249,600","$253,200","$259,000","$265,500","$270,300","$272,900","$275,000","$278,200","$282,300","$287,000","$291,800","$297,300","$303,400","$308,100","$311,800","$315,400","$319,200","$323,100","$327,700","$332,300","$336,100","$339,600","$342,800","$344,900","$343,300","$338,900","$334,200","$330,900","$329,000","$328,600","$328,500","$329,800","$331,800","$332,000","$332,300","$334,200","$337,600","$344,400","$353,300","$361,400","$368,900","$375,900","$382,100","$387,600","$392,800","$398,600","$404,800","$409,900","$413,800"
"West Portland Park","neighborhood","All Homes","$299,400","$302,300","$305,800","$308,900","$310,500","$311,200","$311,400","$311,700","$311,600","$311,600","$312,000","$313,400","$315,600","$317,400","$317,900","$318,100","$318,600","$319,900","$320,600","$320,300","$320,400","$322,000","$324,000","$324,800","$323,400","$321,000","$319,400","$318,900","$318,100","$316,300","$313,700","$310,700","$306,900","$303,600","$301,100","$299,400","$298,000","$296,300","$293,500","$291,500","$290,900","$290,200","$288,800","$288,000","$287,800","$287,300","$285,500","$282,900","$280,500","$277,700","$274,200","$270,100","$265,900","$261,400","$258,300","$256,900","$256,100","$253,900","$251,000","$247,900","$244,800","$241,700","$239,200","$237,800","$237,300","$236,900","$236,400","$236,500","$237,200","$237,200","$237,400","$238,700","$241,400","$244,700","$248,000","$250,900","$254,300","$257,300","$259,400","$261,000","$262,000","$263,300","$266,400","$270,300","$273,900","$278,400","$283,800","$287,000","$287,400","$290,500","$295,400","$298,600","$301,400","$305,000","$307,900","$310,500","$311,800","$311,700","$312,800","$315,300","$318,200","$320,100","$320,700","$319,900","$319,300","$320,000","$321,400","$323,200","$326,500","$330,500","$333,700","$336,800","$340,000","$343,000","$346,400","$351,000","$355,900","$360,800","$364,700","$367,300"
"Wilkes","neighborhood","All Homes","$253,500","$256,400","$259,100","$261,600","$263,700","$265,200","$267,800","$270,900","$272,200","$272,700","$273,700","$274,900","$275,500","$274,900","$273,300","$272,300","$271,600","$269,900","$267,500","$265,400","$264,100","$263,000","$262,200","$261,900","$261,400","$260,300","$258,900","$257,000","$255,300","$253,800","$251,400","$248,100","$245,700","$244,100","$241,500","$238,300","$236,200","$235,100","$234,000","$232,400","$230,400","$228,500","$227,200","$227,000","$226,300","$224,900","$223,400","$222,100","$220,300","$218,100","$215,800","$213,700","$211,600","$209,900","$208,300","$206,600","$204,800","$203,100","$201,600","$200,100","$198,300","$196,200","$194,600","$193,700","$193,500","$193,200","$192,600","$192,100","$192,100","$192,000","$192,100","$192,600","$193,300","$194,000","$195,000","$196,200","$197,400","$198,500","$199,700","$200,800","$201,900","$203,100","$204,600","$206,600","$209,500","$213,200","$216,600","$219,700","$222,600","$225,700","$227,800","$229,200","$230,700","$233,200","$236,300","$238,400","$239,200","$239,000","$239,500","$238,800","$237,100","$236,200","$237,400","$238,700","$239,200","$238,900","$238,900","$239,200","$240,400","$243,700","$247,400","$250,500","$253,300","$255,700","$258,100","$261,500","$265,200","$268,400","$270,500","$271,900"
"Woodlawn","neighborhood","All Homes","$226,000","$229,900","$233,700","$237,100","$240,300","$243,200","$245,300","$246,600","$247,400","$248,500","$249,800","$251,300","$253,100","$254,500","$254,900","$255,000","$254,600","$253,300","$251,600","$250,200","$249,800","$249,700","$249,100","$247,900","$245,300","$243,000","$242,200","$241,400","$239,700","$239,000","$238,700","$237,800","$237,300","$237,400","$236,900","$235,900","$235,600","$235,800","$235,100","$234,300","$234,900","$235,900","$236,300","$236,400","$235,800","$234,400","$233,200","$232,600","$232,700","$232,400","$230,700","$228,800","$226,800","$224,500","$222,000","$220,000","$218,200","$216,200","$214,600","$213,000","$210,600","$207,700","$205,900","$205,300","$205,900","$207,200","$208,400","$209,500","$211,600","$213,800","$215,200","$217,300","$220,400","$223,400","$226,200","$228,200","$229,100","$230,000","$231,900","$233,900","$235,900","$238,700","$242,100","$246,100","$250,600","$255,000","$258,900","$262,800","$266,700","$270,400","$272,900","$274,800","$276,600","$279,800","$284,000","$285,600","$283,000","$280,800","$281,100","$281,600","$282,000","$282,700","$285,800","$289,500","$290,400","$289,300","$290,100","$293,600","$300,800","$309,300","$316,200","$322,400","$328,200","$332,500","$337,200","$344,000","$352,100","$358,800","$362,900","$365,600"
"Woodstock","neighborhood","All Homes","$252,700","$255,400","$257,900","$260,400","$262,600","$264,400","$265,900","$267,600","$268,800","$270,200","$271,600","$272,800","$274,200","$275,400","$276,200","$277,000","$277,600","$277,200","$276,400","$276,400","$277,300","$278,000","$278,400","$278,600","$278,100","$276,800","$275,200","$272,900","$270,700","$268,700","$266,800","$264,600","$263,200","$262,300","$260,800","$258,800","$257,700","$257,300","$257,700","$258,300","$258,800","$258,600","$258,600","$259,400","$259,500","$258,700","$257,700","$257,200","$256,700","$255,700","$253,500","$251,000","$248,500","$246,300","$244,100","$241,700","$239,900","$238,900","$238,200","$236,900","$235,200","$233,600","$232,500","$231,500","$231,300","$232,300","$233,300","$233,400","$233,000","$233,000","$234,000","$236,100","$238,000","$239,700","$241,800","$244,000","$245,400","$247,100","$249,200","$251,500","$254,000","$256,200","$258,100","$260,200","$263,200","$266,400","$269,100","$271,300","$274,500","$278,000","$280,800","$283,300","$285,600","$288,500","$291,800","$293,700","$293,900","$294,200","$295,100","$296,500","$297,800","$299,100","$300,900","$302,800","$304,300","$305,500","$307,600","$310,800","$315,700","$321,600","$327,700","$334,500","$342,000","$348,000","$353,400","$359,900","$367,300","$373,500","$377,800","$381,000"
